,tweet_count,tweet_comp_score,tweet_date,tweet_neg_score,tweet_neu_score,tweet_pos_score,tweet_source,tweet_text
266,266,0.5574,Tue Jul 10 02:37:13 +0000 2018,0.0,0.816,0.184,Fox News,"""President Trump’s Supreme Court nominee Brett Kavanaugh will be a rubber-stamp for an extreme, right-wing agenda p… https://t.co/eAu1TOxGg6"
267,267,0.5574,Tue Jul 10 02:30:43 +0000 2018,0.0,0.714,0.286,Fox News,President @realDonaldTrump Nominates Brett Kavanaugh to the Supreme Court. https://t.co/ZtKEtTkren
268,268,0.0,Tue Jul 10 02:17:47 +0000 2018,0.0,1.0,0.0,Fox News,".@SenSchumer responded to @POTUS, who nominated appeals court judge Brett Kavanaugh for the #SupremeCourt Monday.… https://t.co/rygmMvy7GR"
269,269,0.5574,Tue Jul 10 02:16:21 +0000 2018,0.0,0.769,0.231,Fox News,Who is Brett Kavanaugh? 5 things to know about Trump's Supreme Court pick. https://t.co/PSDhjjilCN
270,270,0.0772,Tue Jul 10 02:12:05 +0000 2018,0.254,0.533,0.213,Fox News,Protests turn tense outside the Supreme Court after @POTUS picks Kavanaugh. https://t.co/Wa4eVQ4bNe
271,271,0.5574,Tue Jul 10 02:07:51 +0000 2018,0.0,0.806,0.194,Fox News,"President @realDonaldTrump nominated appeals court judge Brett Kavanaugh to the Supreme Court Monday night, stating… https://t.co/dEtbKBHj6g"
272,272,0.7845,Tue Jul 10 02:03:26 +0000 2018,0.0,0.592,0.408,Fox News,Judge Kavanaugh's nomination to the Supreme Court is cheered by conservatives. https://t.co/KehcZYdnbE
273,273,0.0,Tue Jul 10 01:56:22 +0000 2018,0.0,1.0,0.0,Fox News,The Media's Mixed Signals: How Trump got to Brett Kavanaugh https://t.co/wRL2OafxFg
274,274,0.5574,Tue Jul 10 01:47:48 +0000 2018,0.0,0.769,0.231,Fox News,Who is Brett Kavanaugh? 3 things to know about Trump's Supreme Court pick https://t.co/rKHyIVbJ8s
275,275,0.6124,Tue Jul 10 01:42:21 +0000 2018,0.0,0.818,0.182,Fox News,"""President Trump has made an outstanding decision,"" Former President George W. Bush says in a statement on Judge Br… https://t.co/y0MYJM0sUq"
276,276,0.4215,Tue Jul 10 01:36:00 +0000 2018,0.0,0.872,0.128,Fox News,"Judge Brett Kavanaugh: ""I will always strive to preserve the Constitution of the United States and the American rul… https://t.co/pNlzJ7NbIb"
277,277,0.0,Tue Jul 10 01:34:39 +0000 2018,0.0,1.0,0.0,Fox News,"Judge Brett Kavanaugh: ""I will tell each senator that I revere the Constitution."" #ScotusPick… https://t.co/af9hxHg28l"
278,278,0.5574,Tue Jul 10 01:32:08 +0000 2018,0.0,0.705,0.295,Fox News,"Judge Brett Kavanaugh: ""I thank God every day for my family."" https://t.co/HGa5SCrTrA https://t.co/icJTE8PXSm"
279,279,-0.1027,Tue Jul 10 01:28:59 +0000 2018,0.203,0.65,0.146,Fox News,JUST IN: A shouting match has broken out between protesters at the Supreme Court moments after @POTUS nominated app… https://t.co/3nTK9U4kq1
280,280,0.296,Mon Jul 09 21:31:07 +0000 2018,0.0,0.909,0.091,The New York Times,"RT @readercenter: We invited readers to share their own stories of abortion. More than 1,300 responded from over 30 countries around the wo…"
281,281,0.0,Mon Jul 09 21:16:01 +0000 2018,0.0,1.0,0.0,The New York Times,Uber’s recent investment in motorized scooter company Lime is its latest move to become a destination for all thing… https://t.co/VKVhVdUose
282,282,0.0,Mon Jul 09 21:01:07 +0000 2018,0.0,1.0,0.0,The New York Times,"In Opinion,

“President Trump’s contention, that women need access to formula because of malnutrition, defies both… https://t.co/isBch2OTlR"
283,283,0.0865,Mon Jul 09 20:46:04 +0000 2018,0.115,0.716,0.169,The New York Times,Fact check: Trump repeated his criticism that other NATO countries spend less than their fair share of the cost of… https://t.co/k0ZKQquAqC
284,284,0.6369,Mon Jul 09 20:31:05 +0000 2018,0.0,0.682,0.318,The New York Times,RT @tmagazine: T’s Best Photographs From Couture Week https://t.co/AlVZAvRn0Q https://t.co/wMqpWFuUss
285,285,0.0,Mon Jul 09 20:16:02 +0000 2018,0.0,1.0,0.0,The New York Times,Think about making a double batch of this hummus. It goes quickly. https://t.co/RiaxpLPRhZ
286,286,0.0,Mon Jul 09 20:01:04 +0000 2018,0.0,1.0,0.0,The New York Times,"Washington is known more for power politics than humanitarian works, but one refugee turned St. Regis Hotel bartend… https://t.co/vzNybmQUan"
287,287,-0.5106,Mon Jul 09 19:49:41 +0000 2018,0.232,0.683,0.085,The New York Times,RT @nkulish: The Costs Human Smuggling: How desperate must you be to pay someone thousands of dollars to lock you in a compartment like thi…
288,288,0.0,Mon Jul 09 19:31:04 +0000 2018,0.0,1.0,0.0,The New York Times,"A harmful algae bloom has covered 90 percent of Lake Okeechobee, Florida's largest freshwater lake https://t.co/WekTDVQ0O2"
289,289,0.4215,Mon Jul 09 19:16:06 +0000 2018,0.0,0.797,0.203,The New York Times,HBO has long favored quality over quantity. That may be changing. https://t.co/k2zTIeHfEH
290,290,-0.296,Mon Jul 09 19:01:05 +0000 2018,0.136,0.864,0.0,The New York Times,"“You control face recognition,” Facebook tells users. Critics say that's not actually the case. https://t.co/j5rB6gWauo"
291,291,0.0,Mon Jul 09 18:52:18 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @maggieNYT: Trump’s chosen, per people briefed. Now all they need is a name.  https://t.co/sTzsby4urn"
292,292,0.7906,Mon Jul 09 18:46:04 +0000 2018,0.0,0.731,0.269,The New York Times,Trump is set to announce his Supreme Court nominee to replace the retiring Justice Anthony Kennedy at 9 p.m. ET. He… https://t.co/RaicGxdi6k
293,293,0.0,Mon Jul 09 18:33:05 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @sarahlyall: Boris Johnson: Same as he ever was, only more so, his future written in his past. Here's my piece from two years ago.  http…"
294,294,-0.0258,Mon Jul 09 18:16:01 +0000 2018,0.102,0.802,0.096,The New York Times,Protesters across Britain are playing a cat-and-mouse game with Trump during his visit. Campaign groups have a pack… https://t.co/Qp7tbOkvje
295,295,0.0772,Mon Jul 09 18:01:07 +0000 2018,0.0,0.936,0.064,The New York Times,Did you download your Facebook or Google data and uncover something unexpected about yourself? We want to hear from… https://t.co/DXdchecwqb
296,296,-0.7506,Mon Jul 09 17:46:05 +0000 2018,0.316,0.684,0.0,The New York Times,A judge denied a request to place Harvey Weinstein under house arrest in light of new charges that carry a penalty… https://t.co/rUjrUz4KjV
297,297,-0.5574,Mon Jul 09 17:32:42 +0000 2018,0.13,0.87,0.0,The New York Times,"RT @NYTObits: Tab Hunter, who as a teenage idol in the 1950s was one of the last products of the Hollywood studio system, has died https://…"
298,298,0.0,Mon Jul 09 17:16:03 +0000 2018,0.0,1.0,0.0,The New York Times,"Most migrant children under the age of 5 won't be reunited with their parents by the court-imposed deadline, the AC… https://t.co/dCCaGz3fFj"
299,299,-0.6249,Mon Jul 09 17:01:07 +0000 2018,0.188,0.812,0.0,The New York Times,"The family of James Byrd Jr., a Texas man dragged to his death 20 years ago, is working to preserve the memory of a… https://t.co/DqsJ8tJsHc"
300,300,-0.34,Sun Jul 08 23:51:11 +0000 2018,0.231,0.769,0.0,BBC News (World),Why local US newspapers are sounding the alarm https://t.co/eJX1NM8guE
301,301,-0.4939,Sun Jul 08 23:48:44 +0000 2018,0.242,0.758,0.0,BBC News (World),How WhatsApp has helped heroin become Mozambique’s second biggest export https://t.co/1qhnBJfWNq
302,302,-0.7351,Sun Jul 08 23:41:46 +0000 2018,0.47,0.53,0.0,BBC News (World),Tattoo taboo: Spanish woman fights rejection by army https://t.co/mMN9HeR7hi
303,303,0.0,Sun Jul 08 18:59:59 +0000 2018,0.0,1.0,0.0,BBC News (World),Eritrea and Ethiopia to 're-establish diplomatic ties' https://t.co/LJFk9TedKR
304,304,-0.7717,Sun Jul 08 18:06:01 +0000 2018,0.427,0.573,0.0,BBC News (World),"Turkey train derails en route to Istanbul, killing 10 - reports https://t.co/90nNoXansl"
305,305,-0.9153,Sun Jul 08 15:47:46 +0000 2018,0.383,0.617,0.0,BBC News (World),"'It could be the worst weather disaster to hit Japan in a decade'

At least 60 people have died, dozens are missing… https://t.co/1MGXxz2oss"
306,306,0.4019,Sun Jul 08 15:44:38 +0000 2018,0.0,0.722,0.278,BBC News (World),Judge orders Brazil's Lula freed on appeal https://t.co/UhDvs0aYe9
307,307,-0.6369,Sun Jul 08 15:18:39 +0000 2018,0.464,0.536,0.0,BBC News (World),North Korea: Mike Pompeo rejects 'gangster-like' accusation https://t.co/e1Zyt4HA9Q
308,308,-0.5994,Sun Jul 08 15:01:03 +0000 2018,0.358,0.642,0.0,BBC News (World),Syria war: Thousands return home in south-west https://t.co/DRecsLxGbt
309,309,-0.0258,Sun Jul 08 14:46:52 +0000 2018,0.127,0.749,0.124,BBC News (World),"Nine boys and their coach will spend another night trapped in Thai cave, as rescue operation is paused for at least… https://t.co/OiZHIAVjMH"
310,310,0.6784,Sun Jul 08 14:43:21 +0000 2018,0.0,0.806,0.194,BBC News (World),"RT @bbcf1: Sebastian Vettel wins the #BritishGP 🇬🇧! 

Lewis Hamilton goes second and Kimi Raikkonen takes third! 🙌

🏁 WHAT A RACE! 🏁 

LIVE…"
311,311,0.0,Sun Jul 08 14:17:51 +0000 2018,0.0,1.0,0.0,BBC News (World),RT @Beaking_News: The main hospital in Chiang Rai (about an hour from the #Thamlaung cave) where 2 ambulance have arrived. Thai Navy Seals…
312,312,0.1779,Sun Jul 08 13:23:10 +0000 2018,0.109,0.753,0.138,BBC News (World),"RT @BBCBreaking: Thai cave rescue: Six boys have now come out, say officials in the emergency operation

Live reporting: https://t.co/rfRVG…"
313,313,0.0,Sun Jul 08 13:04:56 +0000 2018,0.0,1.0,0.0,BBC News (World),"RT @BBCBreaking: Four boys in total have been brought out of the cave complex, Thai navy confirms in official Facebook post  https://t.co/z…"
314,314,0.4215,Sun Jul 08 12:46:35 +0000 2018,0.0,0.877,0.123,BBC News (World),"RT @Beaking_News: VIDEO: The boys and their rescuers face a gruelling journey to safety through muddy water, twisting corridors and the nar…"
315,315,0.7269,Sun Jul 08 12:30:00 +0000 2018,0.0,0.736,0.264,BBC News (World),Thai cave rescue: Doctors assessed the boys' health and mental state to decide who would be rescued first https://t.co/KOsbgqLmkc
316,316,0.5106,Sun Jul 08 12:12:59 +0000 2018,0.0,0.864,0.136,BBC News (World),"Thai cave rescue: Two ambulances are seen leaving the cave - believed to be taking two of the boys to hospital

Fol… https://t.co/oxhbd27N5c"
317,317,0.4215,Sun Jul 08 12:01:56 +0000 2018,0.0,0.682,0.318,BBC News (World),First boys 'rescued from Thailand cave' https://t.co/vwQI76h8RE
318,318,0.0,Sun Jul 08 11:45:20 +0000 2018,0.0,1.0,0.0,BBC News (World),"RT @BBCAfrica: James Maina Mwangi says he owns:
⚪160 suits
⚪300+ caps
⚪200+ pairs of shoes.

Fashion icon? https://t.co/C1VWeXZJMY"
319,319,0.0,Sun Jul 08 11:00:36 +0000 2018,0.0,1.0,0.0,BBC News (World),Turkey purges more workers ahead of Erdogan swearing-in https://t.co/BCYSmfaRCT
320,320,-0.8442,Mon Jul 09 18:14:48 +0000 2018,0.394,0.542,0.065,CBS News,Florida driver who was reaching for his cellphone struck and killed two horses and seriously injured a young girl a… https://t.co/2QtLGojY1X
321,321,-0.7269,Mon Jul 09 18:00:37 +0000 2018,0.264,0.736,0.0,CBS News,"Latest victims of nerve agent poisoning must have handled the material's container and been subjected to a ""high do… https://t.co/nU8fBAJ9hP"
322,322,-0.7269,Mon Jul 09 17:44:37 +0000 2018,0.325,0.609,0.066,CBS News,Any allegation of fighting for ISIS can lead to a death sentence in Iraq https://t.co/mPxtGILODL https://t.co/nCLfgK5S3E
323,323,0.7964,Mon Jul 09 17:29:54 +0000 2018,0.0,0.664,0.336,CBS News,"Power, grace, wisdom, and wonder: Wonder Woman -- aka Gal Gadot -- surprises kids at Virginia children's hospital… https://t.co/qtzvnwXFeR"
324,324,-0.4767,Mon Jul 09 17:14:48 +0000 2018,0.165,0.759,0.076,CBS News,"Secretary of State Mike Pompeo arrives in Afghanistan, meets with top Afghan leaders as the longest war in American… https://t.co/aDi49Zrxk5"
325,325,-0.8718,Mon Jul 09 17:09:19 +0000 2018,0.452,0.548,0.0,CBS News,"Tab Hunter, gay icon and star of ""Damn Yankees!"", is dead at 86 https://t.co/6eDaf0z0FQ https://t.co/ojtk6QkJQ7"
326,326,0.0,Mon Jul 09 16:14:55 +0000 2018,0.0,1.0,0.0,CBS News,What kind of medical treatment could the Thailand cave survivors need? https://t.co/jJblfNB1Tm https://t.co/JSX5AQ8V58
327,327,-0.0516,Mon Jul 09 16:01:51 +0000 2018,0.133,0.742,0.125,CBS News,"As rescuers from around the world race to save the young soccer players trapped inside a flooded cave, Elon Musk is… https://t.co/eviU4p4O3e"
328,328,0.296,Mon Jul 09 15:44:45 +0000 2018,0.0,0.845,0.155,CBS News,Longtime rivals Ethiopia and Eritrea restore diplomatic ties after 20 years https://t.co/HxyVm34KCi https://t.co/xtkLhF64nX
329,329,-0.7405,Mon Jul 09 15:29:44 +0000 2018,0.332,0.578,0.09,CBS News,Harvey Weinstein pleads not guilty to new sex crime charges. An updated indictment alleges the disgraced producer p… https://t.co/nGqwO2pnbX
330,330,0.1695,Mon Jul 09 15:14:31 +0000 2018,0.0,0.906,0.094,CBS News,TV commentator's cat climbs onto his head during interview -- but he doesn't miss a beat https://t.co/MicCPJ149N https://t.co/iehQXsQAE1
331,331,-0.6486,Mon Jul 09 15:00:39 +0000 2018,0.261,0.739,0.0,CBS News,"After losing his sight in Iraq, blind Army vet runs with the bulls at Pamplona https://t.co/W5AcKkMcrN https://t.co/cN9qX6rGWP"
332,332,-0.1779,Mon Jul 09 14:44:49 +0000 2018,0.24,0.579,0.182,CBS News,Nissan admits to new emissions testing scandal https://t.co/kHppB4c68p https://t.co/haOWYTr1l1
333,333,0.0,Mon Jul 09 14:29:31 +0000 2018,0.0,1.0,0.0,CBS News,Trump's tariffs: What are they and how do they work? https://t.co/BkFxbyFZmS https://t.co/ucpIqZNk4a
334,334,-0.25,Mon Jul 09 14:23:48 +0000 2018,0.105,0.895,0.0,CBS News,NEW: British Foreign Secretary Boris Johnson has resigned amid a widening split in the Cabinet over Brexit updatesh… https://t.co/Dz9TnNPNMH
335,335,0.0772,Mon Jul 09 14:14:51 +0000 2018,0.15,0.68,0.17,CBS News,Army recruit promised pathway to citizenship now faces uncertain future https://t.co/V4kDCntBvX https://t.co/x4Cn0PnJkQ
336,336,-0.3182,Mon Jul 09 13:59:35 +0000 2018,0.173,0.827,0.0,CBS News,British police say nerve agent victims handled the material's container https://t.co/N3watLymqA https://t.co/LZEAcoafgw
337,337,0.0,Mon Jul 09 13:44:31 +0000 2018,0.0,1.0,0.0,CBS News,"Under half of child reunions will meet Tuesday deadline, ACLU says https://t.co/p3pJOUo5sf https://t.co/Whjqdi708p"
338,338,0.5106,Mon Jul 09 13:43:30 +0000 2018,0.0,0.829,0.171,CBS News,UPDATE: Rescue mission in Thailand has halted for the day. Five people remained inside the cave… https://t.co/dyAO7MezVn
339,339,0.5574,Mon Jul 09 13:31:30 +0000 2018,0.0,0.816,0.184,CBS News,"CBS News’ coverage of President Trump’s Supreme Court nominee announcement will continue throughout the day, includ… https://t.co/eJZ8uFGptx"
340,340,0.7512,Mon Jul 09 23:17:36 +0000 2018,0.06,0.677,0.263,CNN,"RT @OutFrontCNN: ""If we appoint another right-wing extremist to the Supreme Court, I have very serious concerns about justice in this count…"
341,341,0.0,Mon Jul 09 23:11:07 +0000 2018,0.0,1.0,0.0,CNN,"Rep. Kevin Cramer, a Republican running for the Senate in North Dakota, said last week he advised President Trump n… https://t.co/aX3keWbgac"
342,342,0.34,Mon Jul 09 23:01:04 +0000 2018,0.111,0.707,0.182,CNN,Four red-state Democrats refused President Donald Trump's invitation to attend his Supreme Court nominee announceme… https://t.co/bLMs2lD9g1
343,343,0.25,Mon Jul 09 22:53:05 +0000 2018,0.123,0.708,0.17,CNN,What the Supreme Court fight will tell us about Democrats | Analysis by CNN's Gregory Krieg https://t.co/DyQjghorIW https://t.co/HJEeVmw75V
344,344,0.5267,Mon Jul 09 22:45:28 +0000 2018,0.0,0.839,0.161,CNN,"RT @CNNSitRoom: ""I want to get it done as soon as possible. But what we owe the American people is the truth."" - Intelligence Committee Vic…"
345,345,0.4019,Mon Jul 09 22:40:03 +0000 2018,0.0,0.876,0.124,CNN,New Zealand has announced a $1.6 billion purchase of US military aircraft as it seeks to help counter a Chinese mil… https://t.co/2MjHsyQWBm
346,346,-0.5859,Mon Jul 09 22:32:00 +0000 2018,0.211,0.789,0.0,CNN,"The ""blind"" Cheetah 3 robot developed by the MIT is designed to avoid obstacles and climb stairs using ""feel"" inste… https://t.co/l67m5EIKl4"
347,347,0.3182,Mon Jul 09 22:24:05 +0000 2018,0.0,0.909,0.091,CNN,"Of the 113 justices who've served in the Supreme Court, all but six of them have been white men. Here's a look at t… https://t.co/3hmbBMyA0o"
348,348,0.0,Mon Jul 09 22:16:06 +0000 2018,0.0,1.0,0.0,CNN,A journalist reveals that she provided a source's identity to the FBI -- and explains why she's speaking out now… https://t.co/w2OwXOaUR8
349,349,0.3182,Mon Jul 09 22:08:06 +0000 2018,0.0,0.909,0.091,CNN,Uber plans to add the ability to find a Lime scooter in its app as part of a $335 million round of funding for the… https://t.co/k6CLzLNDId
350,350,0.2732,Mon Jul 09 22:02:00 +0000 2018,0.0,0.87,0.13,CNN,A recent study found that humans on the moon increased its temperature. Here's why: https://t.co/PdagTRQmin https://t.co/sKZxvXzdz7
351,351,0.0,Mon Jul 09 21:58:34 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNSitRoom: ""These kids will be sent back to ICE custody and reunited with their families there."" - CNN's Ed Lavandera is in Brownsvill…"
352,352,0.0,Mon Jul 09 21:57:03 +0000 2018,0.0,1.0,0.0,CNN,"Acting Environmental Protection Agency chief Andrew Wheeler ""puts a premium on transparency"" and is bringing to the… https://t.co/B7rFrgaeaP"
353,353,0.4404,Mon Jul 09 21:52:05 +0000 2018,0.0,0.868,0.132,CNN,"The Bird electric scooter rentals startup is now valued at $2 billion after a recent $300 million funding round, a… https://t.co/ruEs5W6W6C"
354,354,0.0,Mon Jul 09 21:47:55 +0000 2018,0.0,1.0,0.0,CNN,"RT @CNNSitRoom: The nominees are ""much more similar than they are different,"" says Jeffrey Toobin, adding that President Trump ""will appoin…"
355,355,0.0,Mon Jul 09 21:46:08 +0000 2018,0.0,1.0,0.0,CNN,"A little more than a month after staffers at The New Yorker declared their intention to form a union, the magazine'… https://t.co/oHAh1juqJG"
356,356,0.0,Mon Jul 09 21:38:06 +0000 2018,0.0,1.0,0.0,CNN,Apple and Google are facing questions from House Republicans over smartphone data privacy https://t.co/AwS7AQhURt https://t.co/wBBdDggexb
357,357,-0.4215,Mon Jul 09 21:32:00 +0000 2018,0.135,0.865,0.0,CNN,Electric scooters have overtaken the streets in several cities around the world. Now lawmakers are struggling to re… https://t.co/oMAjvvsEFj
358,358,0.0,Mon Jul 09 21:28:19 +0000 2018,0.0,1.0,0.0,CNN,"From 32 nations at the #WorldCup, four remain. First up are France and Belgium. https://t.co/WCgoXvyHWa"
359,359,0.0,Mon Jul 09 21:21:07 +0000 2018,0.0,1.0,0.0,CNN,"She found her ring in the ashes of their home, so he proposed all over again https://t.co/srYGg1liGo https://t.co/zappcjaXT3"
360,360,0.0,Tue Jul 10 01:28:36 +0000 2018,0.0,1.0,0.0,Fox News,"Judge Brett Kavanaugh: ""My judicial philosophy is straightforward— a judge must be independent and must interpret t… https://t.co/OZ5HjFjbe1"
361,361,0.5574,Tue Jul 10 01:25:14 +0000 2018,0.0,0.66,0.34,Fox News,.@POTUS Nominates Brett Kavanaugh to Supreme Court https://t.co/HGa5SCrTrA
362,362,0.0,Tue Jul 10 01:23:03 +0000 2018,0.0,1.0,0.0,Fox News,".@POTUS: ""In keeping with President Reagan's legacy, I do not ask about a nominee's personal opinions. What matters… https://t.co/DagYHkLEn3"
363,363,0.7096,Tue Jul 10 01:19:38 +0000 2018,0.0,0.731,0.269,Fox News,"Judge Brett Kavanaugh: ""The framers established that the Constitution is designed to secure the blessings of libert… https://t.co/eJP6divoMg"
364,364,0.6705,Tue Jul 10 01:17:00 +0000 2018,0.0,0.756,0.244,Fox News,"Brett Kavanaugh to @POTUS: ""I have witnessed firsthand your appreciation for the vital role of the American judicia… https://t.co/FdSTdHtDGq"
365,365,0.5267,Tue Jul 10 01:13:48 +0000 2018,0.0,0.861,0.139,Fox News,"RT @FoxNewsResearch: Judge Brett Kavanaugh
•53 yrs old
•DC Court of Appeals Judge
•Former clerk for Justice Kennedy
•1994-98: Office of Ind…"
366,366,-0.5267,Tue Jul 10 01:13:32 +0000 2018,0.216,0.784,0.0,Fox News,".@POTUS: ""There is no one in America more qualified for this position and no one more deserving.""… https://t.co/cK4R33f3B4"
367,367,0.5574,Tue Jul 10 01:10:12 +0000 2018,0.0,0.783,0.217,Fox News,BREAKING: @POTUS announces Brett Kavanaugh as his new Supreme Court nominee. #ScotusPick https://t.co/gESqJwfTQI https://t.co/p4ILun41NA
368,368,0.5574,Tue Jul 10 01:08:04 +0000 2018,0.0,0.735,0.265,Fox News,@POTUS .@POTUS nominates Brett Kavanaugh to the Supreme Court. #ScotusPick https://t.co/rgOSkls2Xw
369,369,0.5574,Tue Jul 10 01:06:28 +0000 2018,0.0,0.769,0.231,Fox News,BREAKING: @POTUS announces Brett Kavanaugh as his new Supreme Court nominee. #ScotusPick https://t.co/r1tHtAFyTX
370,370,0.7506,Tue Jul 10 01:06:27 +0000 2018,0.0,0.701,0.299,Fox News,".@POTUS: ""For more than four decades, Justice Kennedy served our nation with incredible passion and devotion."" https://t.co/gDupANOU9u"
371,371,0.2006,Tue Jul 10 01:04:08 +0000 2018,0.147,0.602,0.252,Fox News,".@POTUS: ""I've often heard that other than matters of war and peace, this is the most important decision a presiden… https://t.co/LexCskkhWO"
372,372,0.5574,Tue Jul 10 01:02:01 +0000 2018,0.0,0.735,0.265,Fox News,WATCH: @POTUS announces his nominee for the Supreme Court. #ScotusPick https://t.co/YO46JXWcxj
373,373,0.5574,Tue Jul 10 01:02:00 +0000 2018,0.0,0.581,0.419,Fox News,MOMENTS AWAY: Supreme Court Announcement https://t.co/DW2s4qw5BN
374,374,0.0,Tue Jul 10 00:49:28 +0000 2018,0.0,1.0,0.0,Fox News,"Lisa Page to appear on Capitol Hill for closed-door interview with the House Judiciary, Oversight Committees. https://t.co/rx6JMhkGMm"
375,375,0.4215,Tue Jul 10 00:43:01 +0000 2018,0.155,0.55,0.295,Fox News,"Florida firefighters help save man after heart attack, then finish his lawn work. https://t.co/ersKjB1txe"
376,376,-0.2023,Tue Jul 10 00:36:54 +0000 2018,0.13,0.87,0.0,Fox News,3 charged over alleged Snapchat video of a dying stroke patient titled 'The End' https://t.co/HhOdD8EroA
377,377,0.4201,Tue Jul 10 00:28:41 +0000 2018,0.0,0.834,0.166,Fox News,Judge said he was 'very encouraged' by the Trump administration's 'progress' reuniting separated illegal-immigrant… https://t.co/ctmJ7P1Cjd
378,378,0.3818,Tue Jul 10 00:22:00 +0000 2018,0.0,0.729,0.271,Fox News,Starbucks employee helps deliver baby on sidewalk. https://t.co/i0I4Eqne87
379,379,-0.8402,Tue Jul 10 00:18:01 +0000 2018,0.32,0.68,0.0,Fox News,"American father, toddler son shot dead in Republic of Georgia; mother falls into ravine while fleeing attacker, off… https://t.co/tfM3pW9AWP"
380,380,-0.802,Mon Jul 09 16:46:05 +0000 2018,0.325,0.675,0.0,The New York Times,"In Opinion, @CharlesMBlow writes: 

""I can smell Donald Trump’s fear from here. His panic. His anxiety. And yet, I… https://t.co/5SnUcrVl8Q"
381,381,0.0,Mon Jul 09 16:31:07 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @sarahlyall: The absurd inevitability of the World Cup press conference. (Bonus: read about the time Bob Bradley, then the U.S. coach, w…"
382,382,0.0,Mon Jul 09 16:16:03 +0000 2018,0.0,1.0,0.0,The New York Times,The population of orca whales off the coast of Washington State is at a 30-year-low. The orcas are essentially star… https://t.co/OGuH659uKg
383,383,-0.4333,Mon Jul 09 16:01:03 +0000 2018,0.232,0.672,0.096,The New York Times,"Both parties face uncertainty in the House, where neither is sure of its leadership and no one knows who will be in… https://t.co/FVB8VFwciW"
384,384,0.0,Mon Jul 09 15:46:01 +0000 2018,0.0,1.0,0.0,The New York Times,"Trump appears to be going back and forth between two candidates, Judge Kavanaugh and Judge Hardiman, for the seat o… https://t.co/HwTETlVFWV"
385,385,-0.3818,Mon Jul 09 15:31:03 +0000 2018,0.126,0.874,0.0,The New York Times,A review found that Nissan workers falsified emissions tests. It's the latest blow for one of Japan’s biggest autom… https://t.co/dbOmmq3rL7
386,386,0.0,Mon Jul 09 15:16:03 +0000 2018,0.0,1.0,0.0,The New York Times,"Everything is a co-working space these days. And that includes restaurants, at least before dinner. https://t.co/2DbPbjjxBZ"
387,387,0.6808,Mon Jul 09 15:01:07 +0000 2018,0.0,0.728,0.272,The New York Times,Beijing is embracing technologies like facial recognition and artificial intelligence to identify and track 1.4 bil… https://t.co/1AeT5Cby22
388,388,-0.3182,Mon Jul 09 14:47:22 +0000 2018,0.095,0.905,0.0,The New York Times,"RT @TimHerrera: Yet again, your brain is working against you: This is why we’re programmed to tackle small, unimportant tasks instead of fa…"
389,389,-0.5574,Mon Jul 09 14:31:05 +0000 2018,0.184,0.816,0.0,The New York Times,"Flood survivors in Japan are digging out of the wreckage. More than 100 people have died.
https://t.co/MF15lLNmno"
390,390,-0.5574,Mon Jul 09 14:29:52 +0000 2018,0.159,0.841,0.0,The New York Times,A white manager of a Memphis apartment complex was fired after she called the police on a black man wearing socks i… https://t.co/VaO1e2lSYr
391,391,-0.1027,Mon Jul 09 14:17:47 +0000 2018,0.076,0.924,0.0,The New York Times,"Breaking News: A split over Brexit shook Britain’s cabinet as Boris Johnson, the foreign secretary and Brexit hard-… https://t.co/uq6GItApdP"
392,392,0.4703,Mon Jul 09 14:03:19 +0000 2018,0.0,0.867,0.133,The New York Times,Breaking News: Four more people were rescued from the flooded Thai cave complex. A total of 8 were out as the secon… https://t.co/RPalKthRyM
393,393,0.0,Mon Jul 09 13:46:05 +0000 2018,0.0,1.0,0.0,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/2rMS1PYBmU
394,394,0.0,Mon Jul 09 13:34:06 +0000 2018,0.0,1.0,0.0,The New York Times,"RT @NYTSports: Nine players competing on so-called Manic Monday at Wimbledon, which features all 16 fourth-round singles matches, are unsee…"
395,395,-0.3612,Mon Jul 09 13:16:03 +0000 2018,0.143,0.857,0.0,The New York Times,NATO summit meetings were once ritualistic events. They've have become anxiety-producing confrontations where the m… https://t.co/HTqqcrwpmH
396,396,0.0258,Mon Jul 09 13:02:03 +0000 2018,0.125,0.745,0.129,The New York Times,Two jailed Reuters reporters will be put on trial in Myanmar. The decision is seen as a setback for free speech. https://t.co/pdd7nclfuN
397,397,0.4939,Mon Jul 09 12:52:53 +0000 2018,0.0,0.856,0.144,The New York Times,"Maps: Rescuers must navigate narrow, flooded passages with few air pockets to save 12 boys and their soccer coach 
https://t.co/Uvzwy2DlVf"
398,398,0.4215,Mon Jul 09 12:46:03 +0000 2018,0.0,0.811,0.189,The New York Times,More boys are being rescued from the Thai cave network. Live updates: https://t.co/nyNd26swSo
399,399,0.8316,Mon Jul 09 12:32:35 +0000 2018,0.0,0.683,0.317,The New York Times,Trump is scheduled to announce his pick for a new Supreme Court justice at 9 p.m. ET. Here’s a look at the top cand… https://t.co/0m7rSgy7VQ
